nombre,letra
te vengo a buscar,"Te vengo a buscar

ya no me aguanto sin verte

viviendo sin ti

me estoy muriendo de pena



Me vengo a humillar

a ver si asi te conmueves

y olvidas que un dia

sin quererlo te ofendi



Sin ti en la vida

no tengo ningun consuelo

cuando te fuiste

para mi todo acabo



Pero te vengo a buscar

yo no me aguanto sin verte

estando contigo

que bonito es el amor



Te vengo a buscar

ya no me aguanto sin verte

viviendo sin ti

me estoy muriendo de pena



Me vengo a humillar

a ver si asi te conmueves

y olvidas que un dia

sin quererlo te ofendi



Sin ti en la vida

no tengo ningun consuelo

cuando te fuiste

para mi todo acabo



Pero te vengo a buscar

yo no me aguanto sin verte

estando contigo

que bonito es el amor
"
que pasa compadre,"Grito "" no se aguite compadre no se aguite""

( los hombres nacimos pa sufrir)

Que pasa compadre, porque esta tan triste

si usted es de los hombres que saben perder,

no llore compadre levante la cara y mire de frente como es su deber, Es cierto compadre que a veces las penas nos nos llegan a donde nos hacen sufrir, Pero oiga de veras compadre, yo nunca he mirado que nadie por eso llegue a morir. ( no se aguite compadre eechese la ota ...salud compadre)

Sin duda compadre a veces el hombr se aferra al cariño que lo hace llorar, lo mismo compadre, que el perro que lame la mano del hombre que le ha de pegar, que... pasa compadre ya ve que no es facil hallar el olvido detras del alchol ,

no llore y piense compadre que si hoy en su vida hay tristeza y sombra, mañana habra sol.
"
vaya con dios,"Se llego el momento ya

De separarnos

El silencio el corazon

Dice suspira

Vaya con dios mi vida

Vaya con dios mi amor

Las campanas de la iglesia

Suena tristes

Y parece que al sonar

Tambien te dicen

Vaya con dios mi vida

Vaya con dios mi amor

A donde vayas tu

Yo ir contigo

En sueños siempre junto a ti estare

Mi voz escucharas

Dulce amor mio

Pensando como yo

Estaras volver

No siempre  a de

La alborada al despertar

Feliz te espera

Si en tu corazon yo voy

A donde quieres

Vaya con dios mi vida

Vaya con dios mi amor



Vaya con dios mi vida

Vaya con dios mi amor
"
si tu me quisieras,"Si tu me quisieras un poquito

no soy exigente

te aseguro me conformo

aunque sea con un tantito



Seria tan bonito cariñito

estoy bien seguro

que despues me pedirias

de mi amor otro poquito



Tu eres mi vida

y yo me muero sin tu cariño

me siento triste

y es un martirio vivir sin ti



Si estas tu conmigo un ratito

veras lo bonito

que se siente cuando hablemos

del amor muy de quedito



Si tu me quisieras amorcito

estoy bien seguro

que despues me pedirias

de mi amor otro ratito



Tu eres mi vida

y yo me muero sin tu cariño

me siento triste

y es un martirio vivir sin ti



Si estas tu conmigo un ratito

veras lo bonito

que se siente cuando hablemos

del amor muy de quedito



Si tu me quisieras amorcito

estoy bien seguro

que despues me pedirias

de mi amor otro ratito
"
paloma dejame ir,"Paloma dejame ir,

Abre tus brazos de grana

que ya en la ventana

el lucero brillo.



Paloma dejame ir,

No me preguntes que si te quiero

si lo estas viendo que por ti me muero,

y que en tus brazos quiero morir.



Paloma dejame ir,

Quiero encontrar tibio el nido

a la noche que vuelva

ya sabes pa'que.



Ya estate seria preciosa,

Ya estate seria paloma

que el sol en la ventana

ya se asomo, paloma ya amanecio.



-Intermedio Musical-



Paloma dejame ir,

Abre tus brazos de grana

que ya en la ventana

el lucero brillo.



Paloma dejame ir,

No me preguntes que si te quiero

si lo estas viendo que por ti me muero,

y que en tus brazos quiero morir."
una noche de julio,"Una noche de julio

Recordando tu amor

Sin poder evitarlo

Me dolio el corazon



Conoci la amargura

De estar lejos de ti

Y a la luz de la luna

Mi traicion comprendi



Y soñe con volver a ser

Tu gran amor, tu gran cariño

Pero como vas a querer

Al que en ese ayer te tiro al olvido



Esa noche de julio

No la puedo negar

Recordando tus ojos

Acabe por llorar



Conoci la amargura

De estar lejos de ti

Y a la luz de la luna

Mi traicion comprendi



Y soñe con volver a ser

Tu gran amor, tu gran cariño

Pero como vas a querer

Al que en ese ayer te tiro al olvido



Esa noche de julio

No la puedo negar

Recordando tus ojos

Acabe por llorar
"
adios mis chorriadas,"Yo vengo a decirte mujer consentida

que ya no me esperes,

un cambio de vida me aleja

de todos mis dulces quereres.



Con pena y sin calma me alejo

y te dejo mi fiel cariñosa,

boquita preciosa

te llevo en el alma como mariposa.



Mañana o pasado de nuevos amores

seras consentida,

veras entre flores que no hay

sinsabores que amarguen tu vida.



Y entonces te pido me des

de tu olvido la perla querida,

y asi agradecido tu nombre en

mis labios sera repetido.



- Este es el patron,

Como pueden ver,

Que nacio campeon

Yo no se por que



En cosas del corazon

me gusta ser muy sincero

Como vengo a despedirme

y es muy grande mi dolor

Mujer a quien tanto quiero."
sahuayo,"Esos de a pie pues no se me queden pues hombre

y ustedes los de a caballo hombre

jalale tu del alazan, tu del tordio, andale

que paso ay vamos hombre, no se me queden



miren miren oh, oh , oh fijense fijense alla oh, oh, oh



alla por la vieja cienega ... cienega

de chapala esta sahuayo ..... huayo



y en el paso de las aguilas .. aguilas

(aguilas los de a caballo que paso pues hombre

 pos que paso hombre)



que paso con los de a pie

que aunque no sean de a caballo

cuales quieres gallo y eso ya lo se

que aunque no sean de a caballo

cuales quieres gallo y eso ya lo se



aaaaaaaaaah jajajay ya pasamos por penjamo,

y ahora vamos a sahuayo

a ver como nos tratan pues hombre

quiubo aaaah jajay"
el piojo y la pulga,"El piojo y la pulga se van a casar,

Y no se han casado por falta de maiz,

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan.



Responde el gorgojo desde su maizal,

""Hagase la boda que yo dare el maiz"",

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan.

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan.



Bendito sea el cielo que todo tenemos,

Pero los padrinos donde agarraremos,

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan.



Salta el raton desde el ratonal,

""Amarren al gato, yo ire a apadrinar"".

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan.

Tiro lo tiro, tiro liro liro,

Tiro lo tiro, tiro liro lan."
mia,"Que dicha es tenerte asi,mi cielo

sientiendo tu corazon latir,

bebiendo con ansiedad tu aliento,

quemandome en tu mirar febril.



Hay gente que de dolor se muere

celosa por carecer de amor,

y que importa la gente asi

si Dios te ha traido a mi,

que se haga la voluntad...de Dios.



Celosa por carecer de amor,

y que importa la gente asi

si Dios te ha traido a mi,

que se haga la voluntad...de Dios.
"
jesusita en chihuahua,"Yo ya me voy,

Ya me voy para Chihuahua,

Ya me voy a buscar a mi linda Jesusita,

pues yo se que esta ahi,

me muero por besarla,

pues yo se que he de encontrarla,

y voy a sentirme feliz.



Yo no se que lo que voy a hacer al mirarla junto a mi,

Yo se bien que ella se pondra mucho mucho muy feliz



Yo no se que lo que voy a hacer al mirarla junto a mi,

Yo se bien que ella se pondra mucho muy feliz





Yo ya me voy,

Ya me voy para Chihuahua,

Ya me voy a buscar a mi linda Jesusita,

pues yo se que esta ahi,

me muero por besarla,

pues yo se que he de encontrarla,

y voy a sentirme feliz."
mi tragedia,"Mi tragedia

Es tratar de olvidarte

Borrar de mi vida

Historia de amor

Olvidarte entre risas y tragos

De aquellos minutos

Que siempre recuerdo,

Y hoy quiero olvidar

He tratado de borrar tu cariño

Y no puedo nuestro amor olvidar.



Mi tragedia

Es que sigo queriendo

Y por eso entre tragos

Olvido lo grande que fue nuestro amor.



Mi tragedia

Es tratar de olvidarte

Borrar de mi vida

Historia de amor

Olvidarte entre risas y tragos

De aquellos minutos

Que siempre recuerdo,

Y hoy quiero olvidar

He tratado de borrar tu cariño

Y no puedo nuestro amor olvidar.



Mi tragedia

Es que sigo queriendo

Y por eso entre tragos

Olvido lo grande que fue nuestro amor
"
atardecer huasteco,"No me importa la vida

nada me importa

su sufrimiento



Que aquel que nada tiene

ni amores llora

vive contento



(Coro:)



Todos los desengaños

dentro de un alma rota

los que me hacen daño

la van forjando



Lai laralalala la la ra

Lai laralalala la la ra

Lai laralalala la la la

laralala laralala



Asi es la vida ingrata

nos va poniendo nos va poniendo

caminos de rencores de sin sabores

de sufrimiento



(Coro:)



Pero al llegar la tarde

de nuestra dura vida

la voz de nuestra madre

Jesus querida



Lai laralalala la la ra

Lai laralalala la la ra

Lai laralalala la la la

laralala laralala



Ahhhh
"
mi chorro de voz,"Yo tenia un chorro de voz,

yo era el amo del falsete

aylaralaaaaa

por el canto me di al cuete,

y por fumar me dio la tos,

y de aquel chorro de voz,

solo me quedo un chisguete.



Cantaba un titipuchal,

las chamacas me admiraban,

con mis cantos suspiraban,

y yo me daba a desear;

pero hoy que quise cantar,

los gallos se alborotaban



Pobre voz que anda al garete,

por la parranda y el cuete,

por fumar y por la (cof cof) tos.

Cuando quiero echar falsete,

solo sale un vil chisguete,

de aquel chorro de voz



Yo tenia un chorro de voz,

yo me daba mi paquete,

me admiro Jorge Negrete,

Pedro Vargas y otros dos.

Pero del chorro de voz,

solo me quedo el chisguete."
chorro de voz,"Yo tenia un chorro de voz,

yo era el amo del falsete

aylaralaaaaa

por el canto me di al cuete,

y por fumar me dio la tos,

y de aquel chorro de voz,

solo me quedo un chisguete.



Cantaba un titipuchal,

las chamacas me admiraban,

con mis cantos suspiraban,

y yo me daba a desear;

pero hoy que quise cantar,

los gallos se alborotaban



Pobre voz que anda al garete,

por la parranda y el cuete,

por fumar y por la (cof cof) tos.

Cuando quiero echar falsete,

solo sale un vil chisguete,

de aquel chorro de voz



Yo tenia un chorro de voz,

yo me daba mi paquete,

me admiro Jorge Negrete,

Pedro Vargas y otros dos.

Pero del chorro de voz,

solo me quedo el chisguete."
parece que va a llover,"Parece que va a llover

El cielo se esta nublando

Parece que va a llover

¡Ay mama me estoy mojando!



Sali para la ciudad

Confiado por mi paraguas

Y ora que llueve ya

¡Ay! se me olvido en la gua gua



La gente se apresura por las calles de La Habana

El piñe se alborota pa llenar la palangana

Hae mama como llovio a gozar como a gozar



Parece que va a llover

El cielo se esta nublando

Parece que va a llover

¡Ay mama me estoy mojando!



La lluvia la manda Dios

El agua la da el alcalde

En casa la quiero yo

¡ay mama la quiero en balde!



La gente se apresura por las calles de La Habana

El piñe se alborota pa llenar la palangana

Hae mama como llovio a gozar llovio a gozar"
